FISCAL_YEAR,HEALTH_AUTHORITY,HOSPITAL_NAME,PROCEDURE_GROUP,WAITING,COMPLETED,COMPLETED_50TH_PERCENTILE,COMPLETED_90TH_PERCENTILE
2010/11,Vancouver Coastal,Mount Saint Joseph Hospital,All Procedures,"1,739","10,642",3.0,12.4
2010/11,Vancouver Coastal,Mount Saint Joseph Hospital,Biopsy in OR,21,235,4.0,7.0
2010/11,Vancouver Coastal,Mount Saint Joseph Hospital,Bladder Surgery,17,133,4.1,8.7
2010/11,Vancouver Coastal,Mount Saint Joseph Hospital,Bowel Resection,<5,59,2.1,4.2
2010/11,Vancouver Coastal,Mount Saint Joseph Hospital,Breast Biopsy,12,459,3.6,7.7
2010/11,Vancouver Coastal,Mount Saint Joseph Hospital,Breast Reconstruction,42,90,5.0,27.7
2010/11,Vancouver Coastal,Mount Saint Joseph Hospital,Breast Reduction,123,151,15.6,42.9
2010/11,Vancouver Coastal,Mount Saint Joseph Hospital,Cataract Surgery,616,"5,641",2.7,10.9
2010/11,Vancouver Coastal,Mount Saint Joseph Hospital,Cholecystectomy,46,176,5.0,12.4
2010/11,Vancouver Coastal,Mount Saint Joseph Hospital,Cyst/Ganglion Removal,20,67,5.3,18.3
2010/11,Vancouver Coastal,Mount Saint Joseph Hospital,Examination Under Anaesthetic,<5,6,5.2,18.7
2010/11,Vancouver Coastal,Mount Saint Joseph Hospital,Excision Gynecomastia,5,11,10.6,33.0
2010/11,Vancouver Coastal,Mount Saint Joseph Hospital,Excision Lesion/Tumour,8,33,4.3,30.6
2010/11,Vancouver Coastal,Mount Saint Joseph Hospital,Facial Bone Reconstruction,<5,43,2.7,3.6
2010/11,Vancouver Coastal,Mount Saint Joseph Hospital,Foreign Body Removal Surgery,<5,0,,
2010/11,Vancouver Coastal,Mount Saint Joseph Hospital,Fracture Repair,<5,19,2.1,4.2
2010/11,Vancouver Coastal,Mount Saint Joseph Hospital,Hand/Wrist Surgery,<5,11,5.7,16.0
2010/11,Vancouver Coastal,Mount Saint Joseph Hospital,Hernia Repair - Abdominal,86,419,6.1,16.1
2010/11,Vancouver Coastal,Mount Saint Joseph Hospital,Laparoscopy,<5,<5,,
2010/11,Vancouver Coastal,Mount Saint Joseph Hospital,Lens & Vitreous (non-cataract) Surgery,25,248,1.6,4.8
2010/11,Vancouver Coastal,Mount Saint Joseph Hospital,Lipectomy,<5,9,7.6,36.1
2010/11,Vancouver Coastal,Mount Saint Joseph Hospital,Male Reproductive Surgery,14,89,5.1,9.8
2010/11,Vancouver Coastal,Mount Saint Joseph Hospital,Mastectomy,110,599,2.4,6.2
2010/11,Vancouver Coastal,Mount Saint Joseph Hospital,Mastoidectomy,6,24,5.6,21.6
2010/11,Vancouver Coastal,Mount Saint Joseph Hospital,Nasal Surgery,104,243,7.4,20.4
2010/11,Vancouver Coastal,Mount Saint Joseph Hospital,Nerve Surgery,5,33,2.0,3.6
2010/11,Vancouver Coastal,Mount Saint Joseph Hospital,Oral Cavity & Pharynx Surgery,<5,<5,,
2010/11,Vancouver Coastal,Mount Saint Joseph Hospital,Other Ear Surgery,<5,<5,,
2010/11,Vancouver Coastal,Mount Saint Joseph Hospital,Other Eye Surgery,187,631,2.6,24.4
2010/11,Vancouver Coastal,Mount Saint Joseph Hospital,Other Joint Reconstruction,5,40,2.3,11.3
2010/11,Vancouver Coastal,Mount Saint Joseph Hospital,Other Orthopaedic Surgery,5,62,2.3,8.8
2010/11,Vancouver Coastal,Mount Saint Joseph Hospital,Other Urology Surgery,31,258,2.6,6.1
2010/11,Vancouver Coastal,Mount Saint Joseph Hospital,Parotidectomy,<5,0,,
2010/11,Vancouver Coastal,Mount Saint Joseph Hospital,Prostate Surgery,26,141,4.1,8.3
2010/11,Vancouver Coastal,Mount Saint Joseph Hospital,Rectal Surgery,51,138,6.5,29.5
2010/11,Vancouver Coastal,Mount Saint Joseph Hospital,Sinus Surgery,22,48,15.3,22.1
2010/11,Vancouver Coastal,Mount Saint Joseph Hospital,Skin Surgery,18,63,2.1,15.0
2010/11,Vancouver Coastal,Mount Saint Joseph Hospital,Skin Tumour Removal,10,39,8.9,17.0
2010/11,Vancouver Coastal,Mount Saint Joseph Hospital,Sphincterotomy,<5,<5,,
2010/11,Vancouver Coastal,Mount Saint Joseph Hospital,Tendon Surgery,<5,6,6.7,17.8
2010/11,Vancouver Coastal,Mount Saint Joseph Hospital,Thyroidectomy,6,42,3.3,5.8
2010/11,Vancouver Coastal,Mount Saint Joseph Hospital,Tonsillectomy/Adenoidectomy,31,58,8.1,23.0
2010/11,Vancouver Coastal,Mount Saint Joseph Hospital,Tympanoplasty,25,72,6.1,20.4
2010/11,Vancouver Coastal,Mount Saint Joseph Hospital,Varicose Veins Ligation/Stripping,<5,37,19.1,32.9
2010/11,Vancouver Coastal,Mount Saint Joseph Hospital,Vascular Surgery - Other,<5,15,2.0,5.7
2010/11,Vancouver Coastal,Mount Saint Joseph Hospital,Wound/Laceration Care,<5,15,1.9,10.8
2010/11,Vancouver Coastal,Powell River General Hospital,All Other Procedures,<5,15,0.3,4.5
2010/11,Vancouver Coastal,Powell River General Hospital,All Procedures,145,911,4.1,10.1
2010/11,Vancouver Coastal,Powell River General Hospital,Biopsy in OR,<5,9,3.9,12.3
2010/11,Vancouver Coastal,Powell River General Hospital,Bowel Resection,<5,27,2.4,4.6
2010/11,Vancouver Coastal,Powell River General Hospital,Cataract Surgery,39,273,6.3,13.0
2010/11,Vancouver Coastal,Powell River General Hospital,Cholecystectomy,10,62,4.6,9.2
2010/11,Vancouver Coastal,Powell River General Hospital,Colostomy/Ileostomy,<5,<5,,
2010/11,Vancouver Coastal,Powell River General Hospital,Cyst/Ganglion Removal,<5,19,4.7,7.6
2010/11,Vancouver Coastal,Powell River General Hospital,D&C and Related Surgery,<5,53,4.1,7.1
2010/11,Vancouver Coastal,Powell River General Hospital,Dental Surgery,10,51,3.3,5.1
2010/11,Vancouver Coastal,Powell River General Hospital,Examination Under Anaesthetic,12,50,5.0,10.9
2010/11,Vancouver Coastal,Powell River General Hospital,Excision Gynecomastia,<5,0,,
2010/11,Vancouver Coastal,Powell River General Hospital,Excision Lesion/Tumour,<5,<5,,
2010/11,Vancouver Coastal,Powell River General Hospital,Fallopian Tube/Ovarian Surgery,<5,11,4.9,9.0
2010/11,Vancouver Coastal,Powell River General Hospital,Hernia Repair - Abdominal,29,87,3.9,8.6
2010/11,Vancouver Coastal,Powell River General Hospital,Hernia Repair - Hiatal,<5,<5,,
2010/11,Vancouver Coastal,Powell River General Hospital,Laparoscopy,<5,11,3.1,6.1
2010/11,Vancouver Coastal,Powell River General Hospital,Laparotomy,<5,6,2.1,6.4
2010/11,Vancouver Coastal,Powell River General Hospital,Mastectomy,<5,45,2.1,5.7
2010/11,Vancouver Coastal,Powell River General Hospital,Nerve Surgery,<5,0,,
2010/11,Vancouver Coastal,Powell River General Hospital,Other Orthopaedic Surgery,<5,11,3.7,6.4
2010/11,Vancouver Coastal,Powell River General Hospital,Other Urology Surgery,<5,11,3.9,7.4
2010/11,Vancouver Coastal,Powell River General Hospital,Skin Tumour Removal,5,7,4.4,6.0
2010/11,Vancouver Coastal,Powell River General Hospital,Tendon Surgery,<5,0,,
2010/11,Vancouver Coastal,Powell River General Hospital,Tonsillectomy/Adenoidectomy,<5,6,5.6,12.9
2010/11,Vancouver Coastal,Powell River General Hospital,Uterine Surgery,7,46,4.0,8.1
2010/11,Vancouver Coastal,Powell River General Hospital,Varicose Veins Ligation/Stripping,<5,16,4.1,10.8
2010/11,Vancouver Coastal,Powell River General Hospital,Vascular Surgery - Other,<5,22,0.9,1.4
2010/11,Vancouver Coastal,Richmond Hospital,Abdominoplasty,<5,<5,,
2010/11,Vancouver Coastal,Richmond Hospital,All Other Procedures,5,60,2.9,20.3
2010/11,Vancouver Coastal,Richmond Hospital,All Procedures,"1,975","6,009",8.0,26.7
2010/11,Vancouver Coastal,Richmond Hospital,Appendectomy,<5,0,,
2010/11,Vancouver Coastal,Richmond Hospital,Bariatric Surgery,7,14,6.5,11.6
2010/11,Vancouver Coastal,Richmond Hospital,Biopsy in OR,7,41,2.6,5.7
2010/11,Vancouver Coastal,Richmond Hospital,Bladder Surgery,37,146,2.7,19.4
2010/11,Vancouver Coastal,Richmond Hospital,Bowel Resection,8,45,3.1,12.5
2010/11,Vancouver Coastal,Richmond Hospital,Breast Biopsy,14,78,3.1,6.0
2010/11,Vancouver Coastal,Richmond Hospital,Breast Reconstruction,<5,17,12.0,45.6
2010/11,Vancouver Coastal,Richmond Hospital,Breast Reduction,53,98,16.1,35.0
2010/11,Vancouver Coastal,Richmond Hospital,Cataract Surgery,222,"1,049",8.0,15.4
2010/11,Vancouver Coastal,Richmond Hospital,Cholecystectomy,84,133,25.0,44.5
2010/11,Vancouver Coastal,Richmond Hospital,Colostomy/Ileostomy,8,20,17.9,30.7
2010/11,Vancouver Coastal,Richmond Hospital,Cone Biopsy,<5,7,2.9,4.6
2010/11,Vancouver Coastal,Richmond Hospital,Cyst/Ganglion Removal,29,97,9.3,30.2
2010/11,Vancouver Coastal,Richmond Hospital,D&C and Related Surgery,12,47,4.4,19.6
2010/11,Vancouver Coastal,Richmond Hospital,Endarterectomy,<5,19,5.0,9.4
2010/11,Vancouver Coastal,Richmond Hospital,Examination Under Anaesthetic,<5,7,5.6,13.8
2010/11,Vancouver Coastal,Richmond Hospital,Excision Gynecomastia,<5,8,5.5,11.4
2010/11,Vancouver Coastal,Richmond Hospital,Excision Lesion/Tumour,<5,11,15.0,30.1
2010/11,Vancouver Coastal,Richmond Hospital,Fallopian Tube/Ovarian Surgery,22,120,4.1,18.6
2010/11,Vancouver Coastal,Richmond Hospital,Fistula Repair - Non Vascular,<5,5,2.0,11.0
2010/11,Vancouver Coastal,Richmond Hospital,Foot/Ankle Surgery,51,75,17.0,36.1
2010/11,Vancouver Coastal,Richmond Hospital,Foreign Body Removal Surgery,<5,<5,,
2010/11,Vancouver Coastal,Richmond Hospital,Fracture Repair,11,42,1.9,7.5
2010/11,Vancouver Coastal,Richmond Hospital,Hand/Wrist Surgery,<5,14,6.0,22.9
2010/11,Vancouver Coastal,Richmond Hospital,Hernia Repair - Abdominal,159,326,24.4,39.4
2010/11,Vancouver Coastal,Richmond Hospital,Hernia Repair - Hiatal,<5,<5,,
2010/11,Vancouver Coastal,Richmond Hospital,Hip Replacement,64,150,14.1,22.5
2010/11,Vancouver Coastal,Richmond Hospital,Kidney/Bladder Stone Removal,<5,15,2.3,6.6
2010/11,Vancouver Coastal,Richmond Hospital,Knee - ACL Repair,40,69,7.4,23.5
2010/11,Vancouver Coastal,Richmond Hospital,Knee Arthroscopy,241,516,12.0,27.1
2010/11,Vancouver Coastal,Richmond Hospital,Knee Replacement,175,380,14.1,25.4
2010/11,Vancouver Coastal,Richmond Hospital,Laparoscopy,11,82,3.1,15.9
2010/11,Vancouver Coastal,Richmond Hospital,Laparotomy,<5,<5,,
2010/11,Vancouver Coastal,Richmond Hospital,Ligament Surgery,<5,<5,,
2010/11,Vancouver Coastal,Richmond Hospital,Lipectomy,<5,<5,,
2010/11,Vancouver Coastal,Richmond Hospital,Male Reproductive Surgery,16,87,4.0,16.6
2010/11,Vancouver Coastal,Richmond Hospital,Mastectomy,5,92,2.4,5.2
2010/11,Vancouver Coastal,Richmond Hospital,Mastoidectomy,9,8,19.3,48.1
2010/11,Vancouver Coastal,Richmond Hospital,Myringotomy,12,35,12.3,24.3
2010/11,Vancouver Coastal,Richmond Hospital,Nasal Surgery,83,148,10.7,20.9
2010/11,Vancouver Coastal,Richmond Hospital,Nerve Surgery,7,14,5.9,16.8
2010/11,Vancouver Coastal,Richmond Hospital,Other Ear Surgery,<5,5,29.4,33.9
2010/11,Vancouver Coastal,Richmond Hospital,Other Eye Surgery,9,40,11.9,22.5
2010/11,Vancouver Coastal,Richmond Hospital,Other Joint Reconstruction,28,60,23.9,52.6
2010/11,Vancouver Coastal,Richmond Hospital,Other Orthopaedic Surgery,31,102,7.4,21.1
2010/11,Vancouver Coastal,Richmond Hospital,Other Urology Surgery,45,297,2.3,7.3
2010/11,Vancouver Coastal,Richmond Hospital,Parotidectomy,<5,7,9.9,16.7
2010/11,Vancouver Coastal,Richmond Hospital,Prostate Surgery,50,304,3.9,10.3
2010/11,Vancouver Coastal,Richmond Hospital,Rectal Surgery,88,124,26.5,45.2
2010/11,Vancouver Coastal,Richmond Hospital,Shoulder Surgery,90,77,11.0,25.0
2010/11,Vancouver Coastal,Richmond Hospital,Sinus Surgery,7,39,10.4,20.1
2010/11,Vancouver Coastal,Richmond Hospital,Skin Surgery,13,54,8.7,23.1
2010/11,Vancouver Coastal,Richmond Hospital,Skin Tumour Removal,19,109,3.0,16.0
2010/11,Vancouver Coastal,Richmond Hospital,Tendon Surgery,11,19,16.0,48.7
2010/11,Vancouver Coastal,Richmond Hospital,Thyroidectomy,6,9,6.9,26.8
2010/11,Vancouver Coastal,Richmond Hospital,Tonsillectomy/Adenoidectomy,18,59,14.3,31.8
2010/11,Vancouver Coastal,Richmond Hospital,Tympanoplasty,15,47,23.9,47.5
2010/11,Vancouver Coastal,Richmond Hospital,Uterine Surgery,64,443,5.0,18.0
2010/11,Vancouver Coastal,Richmond Hospital,Vaginal Repair,14,16,21.1,37.8
2010/11,Vancouver Coastal,Richmond Hospital,Varicose Veins Ligation/Stripping,22,31,32.6,53.1
2010/11,Vancouver Coastal,Richmond Hospital,Vascular Bypass Graft - Non Cardiac,<5,33,6.7,22.3
2010/11,Vancouver Coastal,Richmond Hospital,Vascular Surgery - Other,<5,23,1.3,5.1
2010/11,Vancouver Coastal,Richmond Hospital,Wound/Laceration Care,5,11,15.3,22.1
2010/11,Vancouver Coastal,Sechelt Hospital,All Procedures,65,580,2.6,7.0
2010/11,Vancouver Coastal,Sechelt Hospital,Bladder Surgery,<5,12,2.6,5.4
2010/11,Vancouver Coastal,Sechelt Hospital,Bowel Resection,<5,6,2.1,3.4
2010/11,Vancouver Coastal,Sechelt Hospital,Cataract Surgery,15,188,1.9,5.6
2010/11,Vancouver Coastal,Sechelt Hospital,Cholecystectomy,<5,13,4.1,6.7
2010/11,Vancouver Coastal,Sechelt Hospital,D&C and Related Surgery,8,50,2.0,5.2
2010/11,Vancouver Coastal,Sechelt Hospital,Dental Surgery,8,69,3.0,9.0
2010/11,Vancouver Coastal,Sechelt Hospital,Examination Under Anaesthetic,<5,0,,
2010/11,Vancouver Coastal,Sechelt Hospital,Fallopian Tube/Ovarian Surgery,6,18,2.1,7.1
2010/11,Vancouver Coastal,Sechelt Hospital,Hand/Wrist Surgery,<5,15,4.0,6.7
2010/11,Vancouver Coastal,Sechelt Hospital,Hernia Repair - Abdominal,9,54,4.0,9.8
2010/11,Vancouver Coastal,Sechelt Hospital,Male Reproductive Surgery,<5,<5,,
2010/11,Vancouver Coastal,Sechelt Hospital,Mastectomy,<5,26,2.2,3.0
2010/11,Vancouver Coastal,Sechelt Hospital,Nerve Surgery,<5,<5,,
2010/11,Vancouver Coastal,Sechelt Hospital,Other Orthopaedic Surgery,<5,<5,,
2010/11,Vancouver Coastal,Sechelt Hospital,Other Urology Surgery,<5,40,2.6,2.9
2010/11,Vancouver Coastal,Sechelt Hospital,Skin Tumour Removal,<5,6,3.6,5.2
2010/11,Vancouver Coastal,Sechelt Hospital,Varicose Veins Ligation/Stripping,<5,<5,,
2010/11,Vancouver Coastal,Squamish General Hospital,All Procedures,265,805,3.9,15.6
2010/11,Vancouver Coastal,Squamish General Hospital,Bladder Surgery,<5,14,6.3,21.1
2010/11,Vancouver Coastal,Squamish General Hospital,Breast Reduction,<5,22,3.4,6.1
2010/11,Vancouver Coastal,Squamish General Hospital,Cholecystectomy,7,38,6.8,16.5
2010/11,Vancouver Coastal,Squamish General Hospital,Cyst/Ganglion Removal,8,7,3.4,18.8
2010/11,Vancouver Coastal,Squamish General Hospital,Dental Surgery,12,69,3.4,13.8
2010/11,Vancouver Coastal,Squamish General Hospital,Excision Lesion/Tumour,6,9,4.6,11.4
2010/11,Vancouver Coastal,Squamish General Hospital,Fracture Repair,11,7,1.1,1.7
2010/11,Vancouver Coastal,Squamish General Hospital,Hand/Wrist Surgery,<5,<5,,
2010/11,Vancouver Coastal,Squamish General Hospital,Hernia Repair - Abdominal,15,81,3.1,15.0
2010/11,Vancouver Coastal,Squamish General Hospital,Knee - ACL Repair,28,117,4.7,13.5
2010/11,Vancouver Coastal,Squamish General Hospital,Knee - Meniscectomy,44,169,3.6,11.7
2010/11,Vancouver Coastal,Squamish General Hospital,Knee Arthroscopy,<5,<5,,
2010/11,Vancouver Coastal,Squamish General Hospital,Ligament Surgery,<5,0,,
2010/11,Vancouver Coastal,Squamish General Hospital,Myringotomy,<5,7,3.0,11.2
2010/11,Vancouver Coastal,Squamish General Hospital,Nasal Surgery,<5,<5,,
2010/11,Vancouver Coastal,Squamish General Hospital,Nerve Surgery,<5,<5,,
2010/11,Vancouver Coastal,Squamish General Hospital,Other Orthopaedic Surgery,14,20,3.8,30.9
2010/11,Vancouver Coastal,Squamish General Hospital,Rectal Surgery,9,15,4.6,16.3
2010/11,Vancouver Coastal,Squamish General Hospital,Shoulder Surgery,81,88,7.8,49.1
2010/11,Vancouver Coastal,Squamish General Hospital,Skin Tumour Removal,<5,22,3.1,11.0
2010/11,Vancouver Coastal,Squamish General Hospital,Tonsillectomy/Adenoidectomy,<5,10,3.9,12.2
2010/11,Vancouver Coastal,Squamish General Hospital,Uterine Surgery,5,27,5.0,11.1
2010/11,Vancouver Coastal,Squamish General Hospital,Vaginal Repair,<5,<5,,
2010/11,Vancouver Coastal,Squamish General Hospital,Varicose Veins Ligation/Stripping,<5,10,6.7,13.0
2010/11,Vancouver Coastal,Squamish General Hospital,Wound/Laceration Care,<5,5,0.9,1.1
2010/11,Vancouver Coastal,St. Paul'S Hospital,Abdominoplasty,5,0,,
2010/11,Vancouver Coastal,St. Paul'S Hospital,All Other Procedures,55,249,2.7,13.3
2010/11,Vancouver Coastal,St. Paul'S Hospital,All Procedures,"3,161","6,765",3.4,21.9
2010/11,Vancouver Coastal,St. Paul'S Hospital,Aortic Aneurysm Repair,<5,20,3.2,13.8
2010/11,Vancouver Coastal,St. Paul'S Hospital,Appendectomy,<5,<5,,
2010/11,Vancouver Coastal,St. Paul'S Hospital,Biopsy in OR,15,70,2.2,9.2
2010/11,Vancouver Coastal,St. Paul'S Hospital,Bladder Surgery,69,313,3.4,17.6
2010/11,Vancouver Coastal,St. Paul'S Hospital,Bowel Resection,53,247,2.1,10.1
2010/11,Vancouver Coastal,St. Paul'S Hospital,Breast Reconstruction,63,31,2.0,23.3
2010/11,Vancouver Coastal,St. Paul'S Hospital,Breast Reduction,73,48,5.8,33.6
2010/11,Vancouver Coastal,St. Paul'S Hospital,Cholecystectomy,49,123,7.7,26.4
2010/11,Vancouver Coastal,St. Paul'S Hospital,Colostomy/Ileostomy,54,93,9.1,44.3
2010/11,Vancouver Coastal,St. Paul'S Hospital,Cone Biopsy,11,98,7.0,14.4
2010/11,Vancouver Coastal,St. Paul'S Hospital,Cyst/Ganglion Removal,22,25,8.7,19.7
2010/11,Vancouver Coastal,St. Paul'S Hospital,D&C and Related Surgery,85,406,4.1,20.8
2010/11,Vancouver Coastal,St. Paul'S Hospital,Dental Surgery,<5,0,,
2010/11,Vancouver Coastal,St. Paul'S Hospital,Endarterectomy,7,20,1.3,4.0
2010/11,Vancouver Coastal,St. Paul'S Hospital,Examination Under Anaesthetic,7,19,1.7,11.5
2010/11,Vancouver Coastal,St. Paul'S Hospital,Excision Gynecomastia,8,5,1.9,2.5
2010/11,Vancouver Coastal,St. Paul'S Hospital,Excision Lesion/Tumour,65,164,2.5,8.7
2010/11,Vancouver Coastal,St. Paul'S Hospital,Fallopian Tube/Ovarian Surgery,80,251,9.0,27.0
2010/11,Vancouver Coastal,St. Paul'S Hospital,Fistula Repair - Non Vascular,6,10,7.5,29.0
2010/11,Vancouver Coastal,St. Paul'S Hospital,Foot/Ankle Surgery,71,213,2.7,22.8
2010/11,Vancouver Coastal,St. Paul'S Hospital,Fracture Repair,8,63,1.7,12.1
2010/11,Vancouver Coastal,St. Paul'S Hospital,Free Flap Graft,<5,5,12.6,29.5
2010/11,Vancouver Coastal,St. Paul'S Hospital,Hand/Wrist Surgery,46,109,4.4,21.6
2010/11,Vancouver Coastal,St. Paul'S Hospital,Hernia Repair - Abdominal,118,179,3.3,22.2
2010/11,Vancouver Coastal,St. Paul'S Hospital,Hip Replacement,21,78,4.6,12.0
2010/11,Vancouver Coastal,St. Paul'S Hospital,Kidney/Bladder Stone Removal,<5,35,2.0,3.8
2010/11,Vancouver Coastal,St. Paul'S Hospital,Knee - ACL Repair,8,22,9.1,24.2
2010/11,Vancouver Coastal,St. Paul'S Hospital,Knee - Meniscectomy,14,47,4.1,17.6
2010/11,Vancouver Coastal,St. Paul'S Hospital,Knee Arthroscopy,8,35,4.1,19.5
2010/11,Vancouver Coastal,St. Paul'S Hospital,Knee Replacement,36,127,5.9,19.1
2010/11,Vancouver Coastal,St. Paul'S Hospital,Laparoscopy,6,22,9.9,21.0
2010/11,Vancouver Coastal,St. Paul'S Hospital,Laparotomy,6,13,6.7,24.3
2010/11,Vancouver Coastal,St. Paul'S Hospital,Lipectomy,5,<5,,
2010/11,Vancouver Coastal,St. Paul'S Hospital,Male Reproductive Surgery,<5,17,2.1,4.9
2010/11,Vancouver Coastal,St. Paul'S Hospital,Mastoidectomy,41,61,11.3,42.6
2010/11,Vancouver Coastal,St. Paul'S Hospital,Myringotomy,<5,<5,,
2010/11,Vancouver Coastal,St. Paul'S Hospital,Nasal Surgery,152,73,4.3,20.7
2010/11,Vancouver Coastal,St. Paul'S Hospital,Nerve Surgery,11,28,1.9,7.0
2010/11,Vancouver Coastal,St. Paul'S Hospital,Other Ear Surgery,15,34,17.2,43.8
2010/11,Vancouver Coastal,St. Paul'S Hospital,Other Eye Surgery,<5,11,1.3,1.4
2010/11,Vancouver Coastal,St. Paul'S Hospital,Other Joint Reconstruction,186,412,3.1,31.1
2010/11,Vancouver Coastal,St. Paul'S Hospital,Other Orthopaedic Surgery,169,532,2.9,19.0
2010/11,Vancouver Coastal,St. Paul'S Hospital,Other Urology Surgery,40,331,2.1,5.7
2010/11,Vancouver Coastal,St. Paul'S Hospital,Parotidectomy,11,26,2.8,9.6
2010/11,Vancouver Coastal,St. Paul'S Hospital,Prostate Surgery,13,109,2.6,6.9
2010/11,Vancouver Coastal,St. Paul'S Hospital,Rectal Surgery,132,111,6.1,32.1
2010/11,Vancouver Coastal,St. Paul'S Hospital,Scope of Chest,<5,6,0.6,2.1
